Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2024/10/28/post-com-texto-de-400-kb/,19,0,42,44.724260578953746,39.756839999995464,55.695961999958854,445684.0,1.331511285931541,0.0,42,44,44,53,56,56,56,56,56,56,56
GET,/wp-content/uploads/2024/10/1920x1080-Hd-Pictures-Download-1024x576.jpg,18,0,2.115899000045829,2.4910922222337226,2.115899000045829,3.51907599997503,141280.0,1.261431744566723,0.0,2,3,3,3,3,4,4,4,4,4,4
GET,/wp-content/uploads/2024/10/626311.jpg,18,0,4,4.305674499985596,3.5019129999227516,10.960935999946742,824447.0,1.261431744566723,0.0,4,4,4,4,5,11,11,11,11,11,11
,Aggregated,55,0,4,17.674595490910345,2.115899000045829,55.695961999958854,470019.67272727273,3.854374775064987,0.0,4,40,42,42,44,55,56,56,56,56,56
